Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,altLabel,comment,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2004/02/skos/core#notation,id,label,may_be_caused_by,may_cause
rgo:26533,chorioretinal coloboma,,,false,,,rgo:00000,,,SNOMEDCT:39302008|HP:0000567,,RGO:26533,RGO:26533,chorioretinal coloboma,,
rgo:26534,agenesis of corpus callosum,,,false,,,rgo:00000,,,ICD10CM:Q04.0|SNOMEDCT:5102002|HP:0001274,,RGO:26534,RGO:26534,agenesis of corpus callosum,,
rgo:26538,temporal cutis aplasia,,,false,,,rgo:00000,,,,,RGO:26538,RGO:26538,temporal cutis aplasia,,
rgo:26539,double upper eyelashes,,,false,,,rgo:00000,,,,,RGO:26539,RGO:26539,double upper eyelashes,,
rgo:26535,ventriculomegaly,,,false,,,rgo:00000,,,SNOMEDCT:413808003|HP:0002119,,RGO:26535,RGO:26535,ventriculomegaly,,
rgo:26532,siblings,,,false,,,rgo:00000,,,,,RGO:26532,RGO:26532,siblings,,
rgo:26530,cleft palate,,,false,,,rgo:00000,,,SNOMEDCT:87979003|ICD10CM:Q35|DOID:674|HP:0000175|ORDO:2014,,RGO:26530,RGO:26530,cleft palate,,
rgo:26203,Simosa syndrome,,,false,,,rgo:00000,,,,,RGO:26203,RGO:26203,Simosa syndrome,,
rgo:26201,polydactyly-absent corpus callosum-blepharophimosis,,,false,,,rgo:00000,,,,,RGO:26201,RGO:26201,polydactyly-absent corpus callosum-blepharophimosis,,
rgo:26208,growth hormone insensitivity syndrome,,,false,,,rgo:00000,,,,,RGO:26208,RGO:26208,growth hormone insensitivity syndrome,,
rgo:26204,tibial aplasia-polydactyly-brachyphalangy-dysmorphism-genital hypoplasia,,,false,,,rgo:00000,,,,,RGO:26204,RGO:26204,tibial aplasia-polydactyly-brachyphalangy-dysmorphism-genital hypoplasia,,
rgo:07102,ring-enhancing intracranial lesion,,,false,,,rgo:00000,,,,,RGO:07102,RGO:07102,ring-enhancing intracranial lesion,,
rgo:19722,thrombosis of venous sinus,,,false,,,rgo:00000,venous sinus thrombosis,,,,RGO:19722,RGO:19722,thrombosis of venous sinus,,
rgo:19729,congenital hemolytic anemia,,,false,,,rgo:03396|rgo:19731,,,SNOMEDCT:42601008|DOID:589|HP:0004804,,RGO:19729,RGO:19729,congenital hemolytic anemia,,
rgo:19723,occlusion of internal carotid artery,,,false,,,rgo:00000,internal carotid artery occlusion|ICA occlusion|occlusion of ICA,,SNOMEDCT:433821000124102,,RGO:19723,RGO:19723,occlusion of internal carotid artery,,
rgo:19721,collateral cerebral circulation,,,false,,,rgo:00000,,,,,RGO:19721,RGO:19721,collateral cerebral circulation,,
rgo:13084,nodular fasciitis,,,false,,,rgo:00000,,,SNOMEDCT:703616008|ICD10CM:M72.4|SNOMEDCT:400138001|DOID:7327,,RGO:13084,RGO:13084,nodular fasciitis,,
rgo:13083,benign fibrous histiocytoma,,,false,,,rgo:00000,,,SNOMEDCT:25889007,,RGO:13083,RGO:13083,benign fibrous histiocytoma,,
rgo:13086,lipoblastoma,,,false,,,rgo:00000,,,SNOMEDCT:400102008|ORDO:247762|SNOMEDCT:420777000|SNOMEDCT:63629005,,RGO:13086,RGO:13086,lipoblastoma,,
rgo:03883,vaginal cancer,,,false,,,rgo:00000,,,DOID:119,,RGO:03883,RGO:03883,vaginal cancer,,
rgo:03888,sacral fracture,,,false,,,rgo:00000,,,,,RGO:03888,RGO:03888,sacral fracture,,
rgo:03881,rectal cancer,,,false,,,rgo:00000,,,SNOMEDCT:363351006|DOID:1993,,RGO:03881,RGO:03881,rectal cancer,,
rgo:03886,rhabdomyosarcoma,,,false,,,rgo:00000,,,SNOMEDCT:302847003|RADLEX:RID4396|SNOMEDCT:30924005|DOID:3247|HP:0002859|ORDO:780,,RGO:03886,RGO:03886,rhabdomyosarcoma,,
rgo:03880,external trauma,,,false,,,rgo:00000,,,,,RGO:03880,RGO:03880,external trauma,,
rgo:03882,cervical cancer,,,false,,,rgo:00000,,,SNOMEDCT:363354003|RADLEX:RID45683|DOID:4362,,RGO:03882,RGO:03882,cervical cancer,,
rgo:03887,presacral hematoma,,,false,,,rgo:00000,,,,,RGO:03887,RGO:03887,presacral hematoma,,
rgo:03884,perirectal abscess,,,false,,,rgo:00000,,,SNOMEDCT:91669008|ICD10CM:K61.1|HP:0005224,,RGO:03884,RGO:03884,perirectal abscess,,
rgo:03889,increased presacral space,,,false,,,rgo:00000,increased retrorectal space,,,,RGO:03889,RGO:03889,increased presacral space,,
rgo:01774,pericholedochal adhesions,,,false,,,rgo:00000,,,,,RGO:01774,RGO:01774,pericholedochal adhesions,,
rgo:01777,spasm of sphincter of Oddi,,,false,,,rgo:00000,,,ICD10CM:K83.4|SNOMEDCT:28132005,,RGO:01777,RGO:01777,spasm of sphincter of Oddi,,
rgo:29527,WAGR syndrome,,,false,,,rgo:00000,,,SNOMEDCT:715215007|DOID:14515|ORDO:893,,RGO:29527,RGO:29527,WAGR syndrome,,
rgo:29520,Richter syndrome,,,false,,,rgo:00000,,,ICD10CM:C91.1|SNOMEDCT:277550009|DOID:1703,,RGO:29520,RGO:29520,Richter syndrome,,
rgo:29524,Trousseau syndrome,,,false,,,rgo:02340,thrombophlebitis migrans|migrating thrombophlebitis,,,,RGO:29524,RGO:29524,Trousseau syndrome,,
rgo:29525,tumor lysis syndrome,,,false,,,rgo:00000,,,SNOMEDCT:277605001|ICD10CM:E88.3,,RGO:29525,RGO:29525,tumor lysis syndrome,,
rgo:29529,Wilms tumor-multiple lung hamartomas,,,false,,,rgo:00000,,,,,RGO:29529,RGO:29529,Wilms tumor-multiple lung hamartomas,,
rgo:29523,thymic tumor syndrome,,,false,,,rgo:00000,,,,,RGO:29523,RGO:29523,thymic tumor syndrome,,
rgo:29526,Turner syndrome,,,false,,,rgo:30168,XO syndrome|monosomy X syndrome,,SNOMEDCT:38804009|RADLEX:RID34720|DOID:3491|ORDO:881,,RGO:29526,RGO:29526,Turner syndrome,,
rgo:02487,hereditary hypoplasia,,,false,,,rgo:00000,,,,,RGO:02487,RGO:02487,hereditary hypoplasia,,
rgo:02484,small or nonvisualized spleen,,,false,,,rgo:00000,,,,,RGO:02484,RGO:02484,small or nonvisualized spleen,,
rgo:03428,spherocytosis,,,false,,,rgo:00000,Minkowski-Chauffard disease,,SNOMEDCT:17235000|HP:0004444,,RGO:03428,RGO:03428,spherocytosis,,
rgo:03421,thickening of root of mesentery,,,false,,,rgo:00000,,,,,RGO:03421,RGO:03421,thickening of root of mesentery,,
rgo:03426,late-stage paralytic strongyloidiasis,,,false,,,rgo:00000,,,,,RGO:03426,RGO:03426,late-stage paralytic strongyloidiasis,,
rgo:03424,tuberculous colitis,,,false,,,rgo:00000,,,,,RGO:03424,RGO:03424,tuberculous colitis,,
rgo:03425,cytomegalovirus colitis,,,false,,,rgo:00000,,,SNOMEDCT:235749000|DOID:7814,,RGO:03425,RGO:03425,cytomegalovirus colitis,,
rgo:03420,tortuous artery,,,false,,,rgo:00000,,,,,RGO:03420,RGO:03420,tortuous artery,,
rgo:03429,stricture,,,false,,,rgo:00000,,,SNOMEDCT:27551008|RADLEX:RID5022,,RGO:03429,RGO:03429,stricture,,
rgo:26871,familial prognathism,,,false,,,rgo:00000,,,,,RGO:26871,RGO:26871,familial prognathism,,
rgo:26874,hyperostosis generalisata with bone striation,,,false,,,rgo:00000,,,,,RGO:26874,RGO:26874,hyperostosis generalisata with bone striation,,
rgo:26879,oculodento-osseous dysplasia,,,false,,,rgo:00000,,,SNOMEDCT:254137006,,RGO:26879,RGO:26879,oculodento-osseous dysplasia,,
rgo:26870,endosteal hyperostosis Worth type,,,false,,,rgo:31005,Worth type osteosclerosis,,,,RGO:26870,RGO:26870,endosteal hyperostosis Worth type,,
rgo:26875,LAPS syndrome,,,false,,,rgo:00000,,,,,RGO:26875,RGO:26875,LAPS syndrome,,
rgo:34053,achalasia - microcephaly,,,false,,,rgo:00000,,,ORDO:929,,RGO:34053,RGO:34053,achalasia - microcephaly,,
rgo:34054,absent tibia - polydactyly,,,false,,,rgo:00000,,,ORDO:988,,RGO:34054,RGO:34054,absent tibia - polydactyly,,
rgo:34052,alpha thalassemia - X-linked intellectual deficit syndrome,,,false,,,rgo:00000,,,ORDO:847,,RGO:34052,RGO:34052,alpha thalassemia - X-linked intellectual deficit syndrome,,
rgo:34057,alopecia - epilepsy - pyorrhea - intellectual deficit,,,false,,,rgo:00000,,,ORDO:1008,,RGO:34057,RGO:34057,alopecia - epilepsy - pyorrhea - intellectual deficit,,
rgo:34055,agnathia - holoprosencephaly - situs inversus,,,false,,,rgo:00000,,,ORDO:990,,RGO:34055,RGO:34055,agnathia - holoprosencephaly - situs inversus,,
rgo:34056,alopecia - contractures - dwarfism - intellectual deficit,,,false,,,rgo:00000,,,ORDO:1005,,RGO:34056,RGO:34056,alopecia - contractures - dwarfism - intellectual deficit,,
rgo:34050,18q- syndrome,,,false,,,rgo:00000,,,DOID:0060407|SNOMEDCT:270889005,,RGO:34050,RGO:34050,18q- syndrome,,
rgo:34058,alopecia - intellectual deficit - hypergonadotropic hypogonadism,,,false,,,rgo:00000,,,ORDO:1014,,RGO:34058,RGO:34058,alopecia - intellectual deficit - hypergonadotropic hypogonadism,,
rgo:34059,hypergonadotropic hypogonadism,,,false,,,rgo:00000,,,SNOMEDCT:370999003|DOID:5426|HP:0000815,,RGO:34059,RGO:34059,hypergonadotropic hypogonadism,,
rgo:24392,chronic granulomatous disease of childhood,,,false,,,rgo:00000,chronic granulomatous disease|CGD,,,,RGO:24392,RGO:24392,chronic granulomatous disease of childhood,,
rgo:24394,Ischemic hepatic necrosis,,,false,,,rgo:00000,,,,,RGO:24394,RGO:24394,Ischemic hepatic necrosis,,
rgo:24393,herpes simplex infection,,,false,,,rgo:00000,,,SNOMEDCT:88594005|DOID:8566,,RGO:24393,RGO:24393,herpes simplex infection,,
rgo:24398,acute hepatitis A,,,false,,,rgo:00000,,,SNOMEDCT:25102003|ICD10CM:B15,,RGO:24398,RGO:24398,acute hepatitis A,,
rgo:24390,calcified hepatic vein thrombus,,,false,,,rgo:00000,,,,,RGO:24390,RGO:24390,calcified hepatic vein thrombus,,
rgo:24399,pancreatic ductal obstruction,,,false,,,rgo:00000,,,,,RGO:24399,RGO:24399,pancreatic ductal obstruction,,
rgo:24397,growth hormone therapy,,,false,,,rgo:00000,,,,,RGO:24397,RGO:24397,growth hormone therapy,,
rgo:24395,visceral larva migrans,,,false,,,rgo:00000,,,ICD10CM:B83.0|DOID:9790,,RGO:24395,RGO:24395,visceral larva migrans,,
rgo:24396,chronic malnutrition,,,false,,,rgo:00000,,,,,RGO:24396,RGO:24396,chronic malnutrition,,
rgo:06401,focally dense skull base,,,false,,,rgo:00000,,,,,RGO:06401,RGO:06401,focally dense skull base,,
rgo:19998,contracted hand,,,false,,,rgo:00000,claw-hand|hand contracture,,,,RGO:19998,RGO:19998,contracted hand,,
rgo:04846,potassium chloride,,,false,,,rgo:33195,,,SNOMEDCT:420155008|SNOMEDCT:8631001,,RGO:04846,RGO:04846,potassium chloride,,
rgo:04848,ascorbic acid,,,false,,,rgo:33195,,,SNOMEDCT:43706004|SNOMEDCT:46123006,,RGO:04848,RGO:04848,ascorbic acid,,
rgo:04841,complicated hepatic cyst,,,false,,,rgo:00000,,,,,RGO:04841,RGO:04841,complicated hepatic cyst,,
rgo:04849,bromide,,,false,,,rgo:33195,,,SNOMEDCT:16624005,,RGO:04849,RGO:04849,bromide,,
rgo:04840,cystic liver tumor,,,false,,,rgo:00000,,,,,RGO:04840,RGO:04840,cystic liver tumor,,
rgo:04844,pregnancy,,,false,,,rgo:00000,,,RADLEX:RID4941|SNOMEDCT:289908002,,RGO:04844,RGO:04844,pregnancy,,
rgo:04847,quinidine,,,false,,,rgo:33195,,,SNOMEDCT:31306009|SNOMEDCT:372697008,,RGO:04847,RGO:04847,quinidine,,
rgo:04842,upper abdominal mass in a neonate or child,,,false,,,rgo:00000,,,,,RGO:04842,RGO:04842,upper abdominal mass in a neonate or child,,
rgo:04845,drug-induced esophagitis,,,false,,,rgo:00000,,,SNOMEDCT:47753002,,RGO:04845,RGO:04845,drug-induced esophagitis,,
rgo:31416,removal of an intramedullary rod,,,false,,,rgo:00000,,,,,RGO:31416,RGO:31416,removal of an intramedullary rod,,
rgo:31410,multifocal osteomyelitis,,,false,,,rgo:00000,,,,,RGO:31410,RGO:31410,multifocal osteomyelitis,,
rgo:31417,treated lytic bone metastasis,,,false,,,rgo:00000,,,,,RGO:31417,RGO:31417,treated lytic bone metastasis,,
rgo:31414,cadmium poisoning,,,false,,,rgo:10956,,,SNOMEDCT:3398004,,RGO:31414,RGO:31414,cadmium poisoning,,
rgo:31419,bony callus,,,false,,,rgo:00000,,,SNOMEDCT:27881006|SNOMEDCT:443092002,,RGO:31419,RGO:31419,bony callus,,
rgo:31415,chronic osteomyelitis  with sequestrum  and involucrum,,,false,,,rgo:00000,,,,,RGO:31415,RGO:31415,chronic osteomyelitis  with sequestrum  and involucrum,,
rgo:31413,subcortical osteoporosis,,,false,,,rgo:00000,,,,,RGO:31413,RGO:31413,subcortical osteoporosis,,
rgo:24169,PAGOD syndrome,,,false,,,rgo:00000,,,ORDO:991,,RGO:24169,RGO:24169,PAGOD syndrome,,
rgo:24164,scaphocephaly,,,false,,,rgo:24149,,,SNOMEDCT:4191007|RADLEX:RID5418|HP:0030799,,RGO:24164,RGO:24164,scaphocephaly,,
rgo:24162,turricephaly,,,false,,,rgo:24149,,,SNOMEDCT:48069004|RADLEX:RID5419|HP:0000262,,RGO:24162,RGO:24162,turricephaly,,
rgo:24165,dolichocephaly,,,false,,,rgo:24149,,,SNOMEDCT:72239002|ICD10CM:Q67.2|HP:0000268,,RGO:24165,RGO:24165,dolichocephaly,,
rgo:24163,tower-shaped head,,,false,,,rgo:00000,,,,,RGO:24163,RGO:24163,tower-shaped head,,
rgo:24160,"tall, wide, short head",,,false,,,rgo:00000,,,,,RGO:24160,RGO:24160,"tall, wide, short head",,
rgo:24161,bilateral lambdoid and coronal suture fusion,,,false,,,rgo:00000,,,,,RGO:24161,RGO:24161,bilateral lambdoid and coronal suture fusion,,
rgo:30069,mandibular prognathism,,,false,,,rgo:00000,,,SNOMEDCT:22810007|HP:0000303,,RGO:30069,RGO:30069,mandibular prognathism,,
rgo:30065,axial osteosclerosis,,,false,,,rgo:00000,,,SNOMEDCT:254125009,,RGO:30065,RGO:30065,axial osteosclerosis,,
rgo:30062,dysmorphism syndrome,,,false,,,rgo:00000,,,,,RGO:30062,RGO:30062,dysmorphism syndrome,,
rgo:30063,unusual nasal configuration,,,false,,,rgo:00000,,,,,RGO:30063,RGO:30063,unusual nasal configuration,,
rgo:30067,dilated internal auditory meatus,,,false,,,rgo:00000,,,,,RGO:30067,RGO:30067,dilated internal auditory meatus,,
rgo:30068,denticles,,,false,,,rgo:00000,,,SNOMEDCT:57602001|ICD10CM:K04.2,,RGO:30068,RGO:30068,denticles,,
rgo:01410,urinoma,,,false,,,rgo:00000,,,RADLEX:RID4879,,RGO:01410,RGO:01410,urinoma,,
rgo:01417,radiation proctitis,,,false,,,rgo:03870,,,ICD10CM:K62.7|SNOMEDCT:235760009|ORDO:70475,,RGO:01417,RGO:01417,radiation proctitis,,
rgo:01416,prolapse,,,false,,,rgo:00000,,,SNOMEDCT:29696001|RADLEX:RID4787,,RGO:01416,RGO:01416,prolapse,,
rgo:13383,double outlet right ventricle,,,false,,,rgo:00000,DORV,,ICD10CM:Q20.1|SNOMEDCT:7484005|DOID:6406|HP:0001719|ORDO:3426,,RGO:13383,RGO:13383,double outlet right ventricle,,
rgo:21353,pulmonary artery conduit,,,false,,,rgo:00000,,,,,RGO:21353,RGO:21353,pulmonary artery conduit,,
rgo:21359,inverted rudimentary right ventricle,,,false,,,rgo:00000,,,,,RGO:21359,RGO:21359,inverted rudimentary right ventricle,,
rgo:21352,pericardial adhesion,,,false,,,rgo:00000,,,,,RGO:21352,RGO:21352,pericardial adhesion,,
rgo:21350,left atrial appendage enlargement,,,false,,,rgo:00000,,,ORDO:99102,,RGO:21350,RGO:21350,left atrial appendage enlargement,,
rgo:21358,left-sided ascending aorta,,,false,,,rgo:00000,,,,,RGO:21358,RGO:21358,left-sided ascending aorta,,
rgo:09089,multiple periapical condensing osteitis,,,false,,,rgo:00000,,,,,RGO:09089,RGO:09089,multiple periapical condensing osteitis,,
rgo:09080,hypercementosis,,,false,,,rgo:00000,,,ICD10CM:K03.4|SNOMEDCT:78537008|DOID:12733,,RGO:09080,RGO:09080,hypercementosis,,
rgo:09086,multiple opaque jaw lesions,,,false,,,rgo:00000,,,,,RGO:09086,RGO:09086,multiple opaque jaw lesions,,
rgo:09088,multiple hypercementoses,,,false,,,rgo:00000,,,,,RGO:09088,RGO:09088,multiple hypercementoses,,
rgo:18734,hemangioendothelioma,,,false,,,rgo:26356,,,RADLEX:RID3988|SNOMEDCT:66229009|SNOMEDCT:403980002,,RGO:18734,RGO:18734,hemangioendothelioma,,
rgo:18733,ciliated hepatic foregut cyst,,,false,,,rgo:00000,,,,,RGO:18733,RGO:18733,ciliated hepatic foregut cyst,,
rgo:18731,biliary hamartoma,,,false,,,rgo:00000,,,SNOMEDCT:27721004|HP:0025519,,RGO:18731,RGO:18731,biliary hamartoma,,
rgo:06952,hypothalamic astrocytoma,,,false,,,rgo:00000,,,,,RGO:06952,RGO:06952,hypothalamic astrocytoma,,
rgo:06955,brain metastasis,,,false,,,rgo:00000,metastasis to the brain,,,,RGO:06955,RGO:06955,brain metastasis,,
rgo:30873,small ascending aorta,,,false,,,rgo:00000,,,,,RGO:30873,RGO:30873,small ascending aorta,,
rgo:30871,retinal hamartoma,,,false,,,rgo:00000,,,HP:0009594,,RGO:30871,RGO:30871,retinal hamartoma,,
rgo:30876,large aortic arch,,,false,,,rgo:00000,,,,,RGO:30876,RGO:30876,large aortic arch,,
rgo:30874,small aortic arch,,,false,,,rgo:00000,,,,,RGO:30874,RGO:30874,small aortic arch,,
rgo:30879,tunica albuginea ossification,,,false,,,rgo:00000,,,,,RGO:30879,RGO:30879,tunica albuginea ossification,,
rgo:30877,ischemia of digits,,,false,,,rgo:00000,,,,,RGO:30877,RGO:30877,ischemia of digits,,
rgo:30870,synovial ganglion,,,false,,,rgo:00000,,,,,RGO:30870,RGO:30870,synovial ganglion,,
rgo:30875,large ascending aorta,,,false,,,rgo:00000,,,,,RGO:30875,RGO:30875,large ascending aorta,,
rgo:20593,percutaneous stone removal,,,false,,,rgo:00000,,,,,RGO:20593,RGO:20593,percutaneous stone removal,,
rgo:20597,fistula to bowel,,,false,,,rgo:00000,,,,,RGO:20597,RGO:20597,fistula to bowel,,
rgo:20592,air from retrograde pyelogram,,,false,,,rgo:00000,,,,,RGO:20592,RGO:20592,air from retrograde pyelogram,,
rgo:20599,sloughed papilla,,,false,,,rgo:00000,,,,,RGO:20599,RGO:20599,sloughed papilla,,
rgo:20595,gas infection,,,false,,,rgo:00000,,,,,RGO:20595,RGO:20595,gas infection,,
rgo:20596,ureterointestinal anastomosis,,,false,,,rgo:00000,,,,,RGO:20596,RGO:20596,ureterointestinal anastomosis,,
rgo:20594,presacral sinus tract,,,false,,,rgo:00000,,,,,RGO:20594,RGO:20594,presacral sinus tract,,
rgo:20598,retrograde stone removal,,,false,,,rgo:00000,,,,,RGO:20598,RGO:20598,retrograde stone removal,,
rgo:00203,Barrett esophagus,,,false,,,rgo:00000,,,SNOMEDCT:302914006|RADLEX:RID5271|DOID:9206|HP:0100580,,RGO:00203,RGO:00203,Barrett esophagus,,
rgo:00208,esophageal carcinoma,,,false,,,rgo:00000,,,DOID:1107|HP:0011459|ORDO:70482,,RGO:00208,RGO:00208,esophageal carcinoma,,
rgo:00206,peptic esophageal ulcer with edema,,,false,,,rgo:00000,,,,,RGO:00206,RGO:00206,peptic esophageal ulcer with edema,,
rgo:00205,papillomatosis of esophagus,,,false,,,rgo:00000,,,,,RGO:00205,RGO:00205,papillomatosis of esophagus,,
rgo:00202,varices,,,false,,,rgo:00000,,,SNOMEDCT:12856003|SNOMEDCT:128060009|RADLEX:RID3366|DOID:799,,RGO:00202,RGO:00202,varices,,
rgo:12643,short rib lesion,,,false,,,rgo:00000,short lesion of a rib,,,,RGO:12643,RGO:12643,short rib lesion,,
rgo:08035,retinal cyst,,,false,,,rgo:00000,,,SNOMEDCT:52357004,,RGO:08035,RGO:08035,retinal cyst,,
rgo:08034,nevus,,,false,,,rgo:00000,,,SNOMEDCT:21119008|DOID:2681|HP:0003764,,RGO:08034,RGO:08034,nevus,,
rgo:08030,choroidal mass,,,false,,,rgo:00000,,,,,RGO:08030,RGO:08030,choroidal mass,,
rgo:08036,retinal gliosis,,,false,,,rgo:00000,,,,,RGO:08036,RGO:08036,retinal gliosis,,
rgo:08031,metastasis to choroid,,,false,,,rgo:00000,,,SNOMEDCT:94254004,,RGO:08031,RGO:08031,metastasis to choroid,,
rgo:08037,extraconal orbital lesion,,,false,,,rgo:00000,,,,,RGO:08037,RGO:08037,extraconal orbital lesion,,
rgo:08039,lacrimal gland tumor,,,false,,,rgo:00000,,,,,RGO:08039,RGO:08039,lacrimal gland tumor,,
rgo:10716,pseudohypohyperparathyroidism,,,false,,,rgo:00000,,,,,RGO:10716,RGO:10716,pseudohypohyperparathyroidism,,
rgo:10718,subperiosteal osteomyelitis,,,false,,,rgo:00000,,,,,RGO:10718,RGO:10718,subperiosteal osteomyelitis,,
rgo:10717,subperiosteal hematoma,,,false,,,rgo:00000,,,SNOMEDCT:395183000,,RGO:10717,RGO:10717,subperiosteal hematoma,,
rgo:10712,subperiosteal bone resorption,,,false,,,rgo:00000,,,HP:0003106,,RGO:10712,RGO:10712,subperiosteal bone resorption,,
rgo:30581,high cervical encephalocele,,,false,,,rgo:00000,,,,,RGO:30581,RGO:30581,high cervical encephalocele,,
rgo:30584,familial idiopathic symmetric basal ganglia calcification and microcephaly,,,false,,,rgo:00000,,,,,RGO:30584,RGO:30584,familial idiopathic symmetric basal ganglia calcification and microcephaly,,
rgo:30589,hypoxia-ischemia,,,false,,,rgo:00000,,,,,RGO:30589,RGO:30589,hypoxia-ischemia,,
rgo:30583,familial hidrotic ectodermal dysplasia,,,false,,,rgo:00000,,,,,RGO:30583,RGO:30583,familial hidrotic ectodermal dysplasia,,
rgo:30582,thoracic meningocele,,,false,,,rgo:00000,,,,,RGO:30582,RGO:30582,thoracic meningocele,,
rgo:30588,idiopathic fetal encephalopathy,,,false,,,rgo:00000,,,,,RGO:30588,RGO:30588,idiopathic fetal encephalopathy,,
rgo:30586,leptomeningeal hamartoma,,,false,,,rgo:00000,,,,,RGO:30586,RGO:30586,leptomeningeal hamartoma,,
rgo:30587,chondrocyte inclusions,,,false,,,rgo:00000,,,,,RGO:30587,RGO:30587,chondrocyte inclusions,,
rgo:30585,infantile familial encephalopathy with cerebral calcification and leukodystrophy,,,false,,,rgo:00000,,,,,RGO:30585,RGO:30585,infantile familial encephalopathy with cerebral calcification and leukodystrophy,,
rgo:32390,laryngeal papillomatosis,,,false,,,rgo:00000,,,SNOMEDCT:232457008,,RGO:32390,RGO:32390,laryngeal papillomatosis,,
rgo:32397,Proteus pneumonia,,,false,,,rgo:00000,,,SNOMEDCT:195888009,,RGO:32397,RGO:32397,Proteus pneumonia,,
rgo:32394,Klebsiella pneumonia,,,false,,,rgo:00000,,,RADLEX:RID34613|DOID:13272,,RGO:32394,RGO:32394,Klebsiella pneumonia,,
rgo:32396,Pseudomonas pneumonia,,,false,,,rgo:00000,,,ORDO:90066,,RGO:32396,RGO:32396,Pseudomonas pneumonia,,
rgo:32392,staphylococcal pneumonia,,,false,,,rgo:00000,,,SNOMEDCT:22754005|DOID:12608,,RGO:32392,RGO:32392,staphylococcal pneumonia,,
rgo:32391,tracheobronchial papillomatosis,,,false,,,rgo:00000,,,,,RGO:32391,RGO:32391,tracheobronchial papillomatosis,,
rgo:32398,pulmonary granulomatosis,,,false,,,rgo:00000,,,HP:0030250,,RGO:32398,RGO:32398,pulmonary granulomatosis,,
rgo:32399,eosinophilic lung disease,,,false,,,rgo:00000,,,,,RGO:32399,RGO:32399,eosinophilic lung disease,,
rgo:32395,E. coli pneumonia,,,false,,,rgo:00000,,,,,RGO:32395,RGO:32395,E. coli pneumonia,,
rgo:03032,lithopedion,,,false,,,rgo:00000,,,SNOMEDCT:53898005,,RGO:03032,RGO:03032,lithopedion,,
rgo:03038,widespread abdominal calcifications,,,false,,,rgo:00000,,,,,RGO:03038,RGO:03038,widespread abdominal calcifications,,
rgo:03036,urachal calculus,,,false,,,rgo:00000,,,,,RGO:03036,RGO:03036,urachal calculus,,
rgo:03037,urethral calculus,,,false,,,rgo:00000,,,SNOMEDCT:20342001|DOID:9589,,RGO:03037,RGO:03037,urethral calculus,,
rgo:03033,mineral oil granuloma,,,false,,,rgo:00000,,,,,RGO:03033,RGO:03033,mineral oil granuloma,,
rgo:26427,valproate embryopathy,,,false,,,rgo:00000,,,,,RGO:26427,RGO:26427,valproate embryopathy,,
rgo:26428,W syndrome,,,false,,,rgo:00000,,,ORDO:2804,,RGO:26428,RGO:26428,W syndrome,,
rgo:26420,orofaciodigital syndrome type 6,,,false,,,rgo:26313,,,,,RGO:26420,RGO:26420,orofaciodigital syndrome type 6,,
rgo:26429,chromosome 8 ring,,,false,,,rgo:00000,,,ORDO:1450,,RGO:26429,RGO:26429,chromosome 8 ring,,
rgo:19749,noninfective synovitis,,,false,,,rgo:12904,noninfectious synovitis,,,,RGO:19749,RGO:19749,noninfective synovitis,,
rgo:19741,coal-worker pneumoconiosis,,,false,,,rgo:15091,,,,,RGO:19741,RGO:19741,coal-worker pneumoconiosis,,
rgo:19748,ruptured popliteal cyst,,,false,,,rgo:12883,,,,,RGO:19748,RGO:19748,ruptured popliteal cyst,,
rgo:23435,corticosteroid excess,,,false,,,rgo:00000,,,,,RGO:23435,RGO:23435,corticosteroid excess,,
rgo:23436,enteric hyperoxaluria,,,false,,,rgo:00000,,,SNOMEDCT:37497004,,RGO:23436,RGO:23436,enteric hyperoxaluria,,
rgo:23437,hereditary renal hypouricemia,,,false,,,rgo:00000,,,ORDO:94088,,RGO:23437,RGO:23437,hereditary renal hypouricemia,,
rgo:23434,adenine phosphoribosyltransferase deficiency,,,false,,,rgo:00000,,,DOID:0060350|ORDO:976,,RGO:23434,RGO:23434,adenine phosphoribosyltransferase deficiency,,
rgo:23430,meconium periorchitis,,,false,,,rgo:00000,,,,,RGO:23430,RGO:23430,meconium periorchitis,,
rgo:23433,pulmonary microlithiasis,,,false,,,rgo:00000,,,,,RGO:23433,RGO:23433,pulmonary microlithiasis,,
rgo:23438,pyridoxine deficiency,,,false,,,rgo:00000,,,ICD10CM:E53.1|SNOMEDCT:386080007,,RGO:23438,RGO:23438,pyridoxine deficiency,,
rgo:23431,orchiopexy,,,false,,,rgo:00000,,,RADLEX:RID1801|SNOMEDCT:85419002,,RGO:23431,RGO:23431,orchiopexy,,
rgo:23432,testicular infarction,,,false,,,rgo:00000,,,SNOMEDCT:33793000|DOID:5104,,RGO:23432,RGO:23432,testicular infarction,,
rgo:00428,gastric duplication,,,false,,,rgo:00000,,,HP:0011139,,RGO:00428,RGO:00428,gastric duplication,,
rgo:00426,annular pancreas,,,false,,,rgo:00000,,,ICD10CM:Q45.1|DOID:0060850|SNOMEDCT:40315008|HP:0001734|ORDO:675,,RGO:00426,RGO:00426,annular pancreas,,
rgo:12597,prostaglandin periostosis,,,false,,,rgo:00000,,,,,RGO:12597,RGO:12597,prostaglandin periostosis,,
